county_fips,county_name,year,child_pop,child_poverty_rate,pct_black,pct_native_american,pct_hispanic,housing_burden_rate
06081,San Mateo,2016,162440,6.46,2.48,27.24,25.28,48.18
06109,Tuolumne,2016,8983,11.48,2.03,1.4,12.36,53.71
06005,Amador,2016,5745,13.89,2.72,1.66,14.63,55.22
06033,Lake,2016,13028,21.53,2.21,1.38,19.1,59.29
06049,Modoc,2016,1812,9.6,0.94,1.48,15.24,38.71
06027,Inyo,2016,3772,10.13,1.02,1.26,21.84,41.93
06083,Santa Barbara,2016,98870,13.59,2.11,5.55,46.35,55.43
06025,Imperial,2016,51341,22.27,2.89,1.52,87.88,51.81
06001,Alameda,2016,344212,9.69,11.54,28.69,22.95,49.63
06055,Napa,2016,30852,6.61,2.15,7.97,34.39,49.63
06075,San Francisco,2016,114628,7.18,5.45,34.41,15.53,40.65
06011,Colusa,2016,5936,13.21,1.05,1.64,58.4,39.59
06031,Kings,2016,41331,20.36,7.23,4.29,60.18,47.39
06019,Fresno,2016,278246,27.61,5.12,10.09,52.93,55.46
06059,Orange,2016,721172,11.09,1.66,19.45,34.59,55.18
06101,Sutter,2016,25180,17.13,1.97,15.22,30.19,50.64
06077,San Joaquin,2016,199521,15.94,7.11,15.19,41.25,53.41
06047,Merced,2016,79805,23.79,3.44,7.67,58.94,49.27
06043,Mariposa,2016,2918,10.76,1.29,1.28,10.25,43.44
06115,Yuba,2016,20606,19.35,3.11,7.06,27.42,56.17
06013,Contra Costa,2016,260665,8.54,8.84,15.65,25.29,51.26
06035,Lassen,2016,5262,16.57,12.95,2.43,26.76,45.14
06099,Stanislaus,2016,145560,16.77,2.76,5.48,44.79,53.75
06097,Sonoma,2016,102675,9.23,1.6,3.96,26.4,53.38
06103,Tehama,2016,15159,22.98,0.63,1.42,24.05,50.98
06051,Mono,2016,2783,9.02,0.65,1.2,27.73,25.71
06069,San Benito,2016,15708,11.26,0.76,2.63,58.69,49.97
06067,Sacramento,2016,360897,17.18,10.04,15.37,22.82,52.46
06017,El Dorado,2016,38406,7.46,0.98,4.19,12.61,46.05
06053,Monterey,2016,113889,17.23,2.79,6.12,60.0,53.77
06091,Sierra,2016,425,13.65,0.07,0.03,10.51,55.38
06047,Merced,2017,79864,22.73,3.3,7.75,59.63,48.57
06033,Lake,2017,13128,21.34,2.37,1.51,19.72,55.75
06043,Mariposa,2017,2902,7.44,1.23,0.96,10.71,44.6
06049,Modoc,2017,1758,12.17,0.74,1.2,15.09,41.81
06115,Yuba,2017,20665,16.68,3.39,6.58,27.92,53.33
06013,Contra Costa,2017,261503,7.97,8.65,16.16,25.49,50.67
06027,Inyo,2017,3708,10.17,0.98,1.53,21.95,43.57
06035,Lassen,2017,5025,14.03,12.75,2.15,27.05,42.29
06099,Stanislaus,2017,146335,15.92,2.85,5.56,45.43,52.56
06083,Santa Barbara,2017,99286,13.4,1.96,5.64,46.82,55.0
06097,Sonoma,2017,101946,8.37,1.59,3.97,26.7,53.08
06103,Tehama,2017,15127,21.91,0.61,1.46,24.57,55.81
06025,Imperial,2017,51734,21.51,2.81,1.52,88.3,50.65
06051,Mono,2017,2738,8.88,0.53,2.01,27.36,29.55
06069,San Benito,2017,15629,10.31,0.76,2.83,59.26,46.98
06001,Alameda,2017,344912,8.81,11.26,29.42,22.91,48.9
06067,Sacramento,2017,361889,15.71,10.0,15.56,23.1,52.19
06017,El Dorado,2017,38163,7.41,0.98,4.29,12.7,46.26
06055,Napa,2017,30346,5.71,2.18,8.11,34.6,50.78
06053,Monterey,2017,114309,15.18,2.71,5.99,60.39,53.84
06075,San Francisco,2017,115952,7.2,5.37,34.72,15.51,38.78
06091,Sierra,2017,426,9.15,0.14,0.0,10.15,57.96
06107,Tulare,2017,143843,24.79,1.58,3.55,64.42,52.07
06113,Yolo,2017,45711,11.85,2.59,14.24,32.64,51.53
06023,Humboldt,2017,26358,14.79,1.22,2.97,11.34,56.78
06057,Nevada,2017,17372,9.55,0.59,1.15,9.31,51.44
06003,Alpine,2017,258,8.14,1.52,0.67,9.85,33.33
06039,Madera,2017,42747,22.25,3.38,2.26,60.1,53.12
06045,Mendocino,2017,19038,16.18,0.72,1.75,24.88,52.05
06087,Santa Cruz,2017,54347,11.15,0.92,4.78,34.73,58.8
06105,Trinity,2017,2163,17.66,0.81,1.26,7.31,60.8
06037,Los Angeles,2017,2273580,15.92,8.33,14.67,49.15,56.11
06065,Riverside,2017,613721,14.11,6.42,6.39,48.71,56.36
06071,San Bernardino,2017,573723,17.19,8.66,7.11,53.77,55.54
06085,Santa Clara,2017,435016,6.38,2.57,35.69,26.48,45.81
06041,Marin,2017,53113,6.69,2.26,5.86,16.26,49.81
06061,Placer,2017,85279,5.34,1.55,7.0,13.76,49.1
06093,Siskiyou,2017,8815,20.64,1.57,1.59,12.1,52.32
06089,Shasta,2017,38767,17.18,1.14,3.01,9.77,55.57
06095,Solano,2017,98898,11.08,14.55,15.65,26.41,53.23
06015,Del Norte,2017,5827,18.28,2.06,3.24,22.03,43.07
06011,Colusa,2017,5964,13.53,0.93,1.54,58.91,41.45
06021,Glenn,2017,7508,17.16,0.8,2.65,41.42,43.35
06007,Butte,2017,45454,14.34,1.54,4.63,16.15,58.26
06031,Kings,2017,41163,19.47,7.15,4.24,60.14,46.56
06063,Plumas,2017,3066,7.5,0.87,0.81,8.7,51.43
06079,San Luis Obispo,2017,50766,8.58,2.04,3.89,23.54,51.02
06019,Fresno,2017,279215,26.13,4.99,10.25,53.32,54.1
06029,Kern,2017,257652,22.31,5.68,4.87,54.18,50.75
06059,Orange,2017,716767,10.74,1.71,19.92,34.61,54.98
06111,Ventura,2017,202341,9.84,1.77,7.29,42.83,55.31
06009,Calaveras,2017,7945,13.08,0.59,1.18,11.6,51.79
06101,Sutter,2017,25120,17.03,2.09,15.42,30.61,49.95
06081,San Mateo,2017,162234,5.62,2.45,27.84,25.1,47.66
06109,Tuolumne,2017,9047,10.68,1.93,1.2,12.61,49.08
06077,San Joaquin,2017,200364,15.48,7.1,15.39,41.61,52.8
06005,Amador,2017,5731,14.74,2.37,1.73,14.73,53.74
06073,San Diego,2017,728462,11.42,5.14,11.99,34.2,54.21
06033,Lake,2018,13290,18.88,2.48,1.05,20.35,52.74
06047,Merced,2018,80062,22.17,3.34,7.66,60.27,47.6
06043,Mariposa,2018,2865,11.66,0.96,1.4,11.01,47.32
06049,Modoc,2018,1733,13.5,1.72,1.62,14.93,33.14
06013,Contra Costa,2018,261300,7.43,8.66,16.47,25.64,50.26
06027,Inyo,2018,3635,9.52,0.91,1.65,22.3,44.57
06099,Stanislaus,2018,146907,14.81,2.91,5.47,46.04,51.05
06083,Santa Barbara,2018,99117,12.55,2.03,5.62,47.13,54.64
06051,Mono,2018,2689,11.42,0.75,2.41,27.52,32.13
06069,San Benito,2018,15603,9.85,0.74,2.94,59.65,46.19
06067,Sacramento,2018,362761,14.96,10.01,15.81,23.3,52.12
06017,El Dorado,2018,38016,6.09,0.81,4.48,12.77,46.35
06053,Monterey,2018,114125,14.86,2.69,5.85,60.72,53.18
06075,San Francisco,2018,116897,6.42,5.3,34.76,15.49,36.98
06073,San Diego,2018,726344,10.75,5.17,12.12,34.36,54.47
06107,Tulare,2018,143528,23.4,1.61,3.62,64.89,51.52
06023,Humboldt,2018,26259,14.54,1.2,3.14,11.59,57.24
06003,Alpine,2018,239,12.97,0.79,0.7,9.16,14.58
06039,Madera,2018,42814,21.41,3.43,2.25,60.59,50.73
06087,Santa Cruz,2018,53761,10.68,0.99,4.8,34.95,57.8
06105,Trinity,2018,2172,22.19,0.69,1.64,7.36,55.91
06065,Riverside,2018,613808,13.15,6.54,6.48,49.18,55.82
06071,San Bernardino,2018,572852,16.55,8.6,7.22,54.34,55.49
06041,Marin,2018,52908,5.88,2.25,5.9,16.27,49.39
06061,Placer,2018,85719,5.27,1.65,7.31,13.94,49.39
06089,Shasta,2018,38673,15.65,1.25,3.08,9.99,53.54
06095,Solano,2018,98813,9.83,14.44,15.84,26.73,51.77
06011,Colusa,2018,5883,13.79,1.7,1.52,59.49,40.52
06103,Tehama,2018,15178,22.22,0.75,1.54,24.98,51.08
06115,Yuba,2018,20874,16.18,3.28,6.89,28.35,50.12
06035,Lassen,2018,4926,12.85,12.9,2.06,27.48,44.65
06097,Sonoma,2018,100818,7.98,1.61,4.06,26.89,52.41
06025,Imperial,2018,51676,22.04,2.69,1.57,88.6,51.06
06001,Alameda,2018,344513,8.18,10.95,30.08,22.82,48.01
06055,Napa,2018,29894,4.9,2.09,8.29,34.77,51.03
06091,Sierra,2018,441,9.75,0.21,0.0,11.16,61.04
06113,Yolo,2018,45919,11.37,2.82,14.3,32.75,52.48
06057,Nevada,2018,17189,8.64,0.67,1.03,9.47,51.87
06045,Mendocino,2018,18891,16.82,0.62,1.97,25.25,51.94
06037,Los Angeles,2018,2246521,14.92,8.28,14.78,49.19,55.46
06085,Santa Clara,2018,432684,5.16,2.54,36.43,26.19,45.31
06093,Siskiyou,2018,8797,19.5,1.46,1.57,12.36,49.82
06015,Del Norte,2018,5954,18.27,3.24,4.03,22.05,46.42
06021,Glenn,2018,7470,14.7,0.93,2.99,41.91,42.49
06007,Butte,2018,45658,14.31,1.57,4.59,16.43,57.9
06031,Kings,2018,40935,20.08,7.18,4.41,60.18,45.5
06063,Plumas,2018,3063,7.25,1.06,1.09,8.86,46.08
06079,San Luis Obispo,2018,50492,7.5,1.98,3.86,23.74,50.75
06019,Fresno,2018,279979,24.61,4.93,10.4,53.64,53.64
06029,Kern,2018,257750,21.41,5.66,4.91,54.69,50.52
06059,Orange,2018,711188,9.9,1.75,20.33,34.54,54.52
06111,Ventura,2018,199599,8.46,1.77,7.38,43.04,55.32
06009,Calaveras,2018,7768,13.08,0.67,1.27,11.84,54.02
06101,Sutter,2018,25116,15.91,2.12,15.45,30.98,46.91
06081,San Mateo,2018,161248,5.15,2.35,28.34,24.88,47.1
06109,Tuolumne,2018,9013,11.27,1.83,1.48,12.91,46.54
06077,San Joaquin,2018,201506,14.92,7.25,15.74,41.96,52.28
06005,Amador,2018,5822,8.47,2.31,1.46,15.02,54.28
06047,Merced,2019,80459,20.27,3.26,7.67,61.01,45.97
06043,Mariposa,2019,2840,20.28,1.47,1.22,11.4,52.34
06049,Modoc,2019,1752,12.67,1.58,1.15,15.01,38.88
06013,Contra Costa,2019,261203,6.86,8.8,16.86,25.8,49.82
06027,Inyo,2019,3609,9.75,0.87,1.99,22.89,38.35
06099,Stanislaus,2019,147623,13.77,3.07,5.57,46.65,49.95
06083,Santa Barbara,2019,99184,10.49,2.11,5.85,47.49,54.27
06103,Tehama,2019,15258,22.62,0.84,1.53,25.27,52.32
06051,Mono,2019,2671,16.74,0.78,2.59,27.24,35.83
06069,San Benito,2019,15678,7.38,0.82,3.0,60.08,45.83
06067,Sacramento,2019,363176,13.46,9.96,15.92,23.49,52.26
06017,El Dorado,2019,37922,5.9,0.81,4.58,12.97,48.14
06053,Monterey,2019,113869,13.4,2.73,5.84,61.09,53.16
06075,San Francisco,2019,117546,6.32,5.29,34.95,15.48,35.3
06073,San Diego,2019,722738,9.76,5.16,12.2,34.55,54.46
06107,Tulare,2019,143158,21.7,1.58,3.66,65.38,51.59
06023,Humboldt,2019,26137,13.68,1.14,3.16,11.86,57.55
06003,Alpine,2019,201,19.4,0.87,0.96,12.51,19.64
06039,Madera,2019,42853,20.84,3.37,2.2,61.15,49.13
06087,Santa Cruz,2019,53121,8.94,1.11,5.01,35.08,55.91
06105,Trinity,2019,2166,21.05,1.02,1.81,7.44,52.0
06065,Riverside,2019,614149,11.91,6.61,6.63,49.69,55.34
06071,San Bernardino,2019,571568,15.31,8.57,7.38,54.79,54.63
06041,Marin,2019,52633,5.36,2.27,6.05,16.36,48.58
06061,Placer,2019,86331,4.77,1.73,7.56,14.12,48.88
06089,Shasta,2019,38679,15.59,1.18,3.29,10.2,49.66
06095,Solano,2019,98839,8.93,14.28,15.83,27.13,51.54
06011,Colusa,2019,5842,12.92,1.54,1.45,59.88,39.16
06021,Glenn,2019,7485,14.51,0.84,3.0,42.44,44.91
06007,Butte,2019,45439,13.33,1.57,4.74,16.77,55.49
06031,Kings,2019,41039,17.55,7.1,4.28,60.44,44.93
06063,Plumas,2019,3117,4.72,0.91,1.21,9.11,40.58
06079,San Luis Obispo,2019,50176,6.37,2.0,3.87,23.88,51.32
06019,Fresno,2019,280844,22.58,4.83,10.52,53.96,53.02
06029,Kern,2019,258089,20.2,5.66,4.91,55.23,51.67
06059,Orange,2019,704508,9.13,1.78,20.73,34.46,53.94
06111,Ventura,2019,196787,7.86,1.87,7.45,43.29,55.32
06009,Calaveras,2019,7811,12.47,0.7,1.52,12.18,51.82
06101,Sutter,2019,25059,14.79,1.92,15.85,31.34,49.03
06081,San Mateo,2019,159504,4.56,2.34,28.92,24.6,46.31
06109,Tuolumne,2019,8987,9.88,1.95,1.49,13.09,48.04
06077,San Joaquin,2019,202701,13.4,7.14,15.89,42.29,51.79
06005,Amador,2019,5847,7.53,2.61,1.46,15.39,50.07
06033,Lake,2019,13400,15.55,2.29,1.14,20.94,46.99
06115,Yuba,2019,21078,12.79,3.51,6.96,28.84,50.18
06035,Lassen,2019,4602,10.76,12.78,2.04,27.82,43.36
06097,Sonoma,2019,99190,6.57,1.68,4.15,27.12,51.95
06025,Imperial,2019,51853,21.65,2.63,1.57,89.19,50.84
06001,Alameda,2019,344027,7.59,10.78,30.63,22.76,47.58
06055,Napa,2019,29201,4.48,2.11,8.33,34.87,49.96
06091,Sierra,2019,482,9.34,0.07,0.0,10.75,42.46
06113,Yolo,2019,46026,10.57,2.79,14.56,32.84,50.24
06057,Nevada,2019,17099,7.19,0.58,1.09,9.55,55.24
06045,Mendocino,2019,18702,17.77,0.73,2.11,25.56,49.46
06037,Los Angeles,2019,2214760,13.72,8.26,14.84,49.24,54.85
06085,Santa Clara,2019,428382,4.75,2.53,37.07,25.89,44.56
06093,Siskiyou,2019,8826,17.79,1.61,1.64,12.69,46.84
06015,Del Norte,2019,5920,14.37,3.84,3.63,22.21,48.91
06001,Alameda,2020,341591,6.81,10.51,31.75,22.6,46.32
06003,Alpine,2020,252,14.29,0.86,0.52,15.79,9.21
06007,Butte,2020,44865,12.6,1.78,4.93,17.26,53.53
06011,Colusa,2020,5863,10.63,1.55,0.94,60.28,39.66
06013,Contra Costa,2020,260191,6.24,8.66,17.58,25.98,49.88
06017,El Dorado,2020,37911,5.65,0.84,4.83,13.13,48.6
06019,Fresno,2020,281391,20.54,4.75,10.82,54.29,52.45
06023,Humboldt,2020,25945,13.31,1.17,2.97,12.22,57.59
06025,Imperial,2020,51772,21.02,2.77,1.52,89.68,51.02
06029,Kern,2020,258159,19.04,5.64,5.04,55.83,50.82
06031,Kings,2020,40923,15.8,7.18,4.11,60.64,41.4
06035,Lassen,2020,4937,10.78,13.02,2.26,28.27,41.55
06039,Madera,2020,42781,19.08,3.34,2.28,61.71,46.05
06041,Marin,2020,51974,5.16,2.36,5.93,16.44,48.31
06043,Mariposa,2020,2844,19.87,1.55,1.09,11.93,53.7
06045,Mendocino,2020,18592,15.59,0.5,2.03,26.11,52.2
06047,Merced,2020,80729,18.27,3.06,7.81,61.67,44.0
06049,Modoc,2020,1743,14.11,1.43,1.97,15.33,35.87
06053,Monterey,2020,113350,12.45,2.68,6.06,61.43,53.35
06055,Napa,2020,28555,4.29,2.12,7.75,34.97,49.54
06057,Nevada,2020,17000,5.45,0.42,1.13,9.65,52.46
06059,Orange,2020,697715,8.1,1.73,21.31,34.2,53.35
06061,Placer,2020,87116,4.2,1.62,8.22,14.39,48.88
06063,Plumas,2020,3172,8.04,1.51,1.25,9.45,41.6
06065,Riverside,2020,613823,10.47,6.58,6.86,50.22,55.02
06067,Sacramento,2020,363852,12.53,9.81,16.9,23.74,52.06
06069,San Benito,2020,15844,8.47,0.86,2.86,60.61,46.11
06071,San Bernardino,2020,570845,14.05,8.38,7.59,55.2,54.12
06073,San Diego,2020,718250,9.0,5.06,12.3,34.76,54.07
06075,San Francisco,2020,117363,5.94,5.22,34.88,15.43,35.35
06077,San Joaquin,2020,203670,12.69,7.23,16.26,42.66,51.36
06079,San Luis Obispo,2020,49949,5.6,1.83,3.96,24.12,51.34
06081,San Mateo,2020,156769,3.84,2.38,29.64,24.3,46.36
06085,Santa Clara,2020,421988,4.46,2.5,38.28,25.46,43.63
06087,Santa Cruz,2020,52286,7.85,1.33,5.19,35.17,52.18
06091,Sierra,2020,444,6.08,0.1,0.0,10.21,39.34
06095,Solano,2020,98625,8.6,14.06,15.95,27.51,50.74
06097,Sonoma,2020,97601,6.3,1.69,4.34,27.36,51.68
06101,Sutter,2020,24979,12.39,1.99,16.82,31.66,45.7
06103,Tehama,2020,15329,17.48,0.66,1.72,25.94,51.09
06107,Tulare,2020,142777,19.71,1.66,3.78,65.96,48.41
06109,Tuolumne,2020,8986,6.92,1.99,1.49,13.45,50.9
06113,Yolo,2020,45977,9.14,2.7,14.98,32.89,48.27
06115,Yuba,2020,21355,12.62,3.47,7.43,29.45,47.2
06051,Mono,2020,2983,19.41,0.57,4.44,27.32,35.52
06005,Amador,2020,5962,5.3,2.63,1.06,15.79,42.46
06009,Calaveras,2020,7618,11.62,0.99,1.9,12.57,55.02
06015,Del Norte,2020,6003,10.59,3.03,3.57,22.51,53.31
06021,Glenn,2020,7491,9.22,0.79,3.16,42.66,39.68
06027,Inyo,2020,3722,10.93,0.55,1.59,23.47,34.73
06033,Lake,2020,13528,15.75,2.51,1.49,21.69,47.93
06037,Los Angeles,2020,2178559,12.7,8.2,15.06,49.08,54.4
06083,Santa Barbara,2020,99039,9.55,2.0,5.81,47.86,53.02
06089,Shasta,2020,38668,12.73,1.09,3.28,10.54,49.2
06093,Siskiyou,2020,8800,15.47,1.55,1.27,13.0,47.22
06099,Stanislaus,2020,148177,11.9,3.13,5.91,47.33,48.68
06105,Trinity,2020,2161,24.71,0.53,1.98,7.57,48.52
06111,Ventura,2020,193847,7.77,1.85,7.35,43.4,55.55
06001,Alameda,2021,344088,6.03,10.36,32.1,22.75,46.49
06003,Alpine,2021,289,14.53,0.6,0.74,14.66,10.13
06005,Amador,2021,6114,2.96,2.73,1.25,16.31,42.78
06007,Butte,2021,44310,11.81,1.88,5.16,17.87,52.59
06009,Calaveras,2021,7722,14.74,0.98,2.27,13.19,53.58
06011,Colusa,2021,5936,12.4,1.68,0.91,61.05,39.81
06013,Contra Costa,2021,263508,6.62,8.7,17.96,26.41,50.92
06015,Del Norte,2021,5990,12.15,3.32,3.33,22.86,52.68
06017,El Dorado,2021,38068,6.42,0.87,5.0,13.43,49.83
06019,Fresno,2021,286311,19.11,4.6,10.86,54.95,51.05
06021,Glenn,2021,7769,10.35,0.59,3.51,43.34,45.77
06023,Humboldt,2021,26244,13.38,1.3,3.24,12.61,58.58
06025,Imperial,2021,51865,18.85,2.88,1.49,90.27,51.67
06027,Inyo,2021,3996,9.86,0.48,1.62,24.17,32.02
06029,Kern,2021,262988,17.99,5.57,5.01,56.67,50.62
06031,Kings,2021,41348,16.48,7.3,4.28,61.5,43.58
06033,Lake,2021,14489,13.4,2.44,1.46,22.69,47.01
06035,Lassen,2021,5416,9.84,12.26,2.23,28.18,43.04
06037,Los Angeles,2021,2169083,11.97,8.06,14.99,49.47,54.37
06039,Madera,2021,43188,18.31,3.14,2.41,62.51,46.72
06041,Marin,2021,52454,5.36,2.33,6.18,16.74,48.94
06043,Mariposa,2021,2896,17.47,0.88,1.09,12.57,49.05
06045,Mendocino,2021,19587,12.88,0.71,2.24,26.74,50.27
06047,Merced,2021,82578,18.42,2.95,7.68,62.62,44.26
06049,Modoc,2021,1709,22.06,2.03,0.79,15.57,40.0
06051,Mono,2021,2647,18.55,0.14,4.66,27.6,28.27
06053,Monterey,2021,115434,11.55,2.59,6.07,62.07,53.91
06055,Napa,2021,28404,4.69,2.1,7.94,35.49,51.21
06057,Nevada,2021,17577,7.0,0.42,1.19,9.9,56.97
06059,Orange,2021,699691,7.44,1.75,21.57,34.43,53.07
06061,Placer,2021,89446,3.94,1.62,8.57,14.77,49.27
06063,Plumas,2021,3421,9.21,1.78,0.72,9.79,41.62
06065,Riverside,2021,606535,9.71,6.6,6.91,51.12,55.47
06067,Sacramento,2021,372547,11.42,9.81,17.09,24.17,51.93
06069,San Benito,2021,16452,6.03,0.96,3.14,61.26,46.66
06071,San Bernardino,2021,573984,12.89,8.22,7.69,55.95,54.0
06073,San Diego,2021,713838,8.66,5.03,12.27,35.21,54.43
06075,San Francisco,2021,118194,5.86,5.3,34.93,15.63,35.67
06077,San Joaquin,2021,209515,12.53,7.14,16.92,43.28,50.76
06079,San Luis Obispo,2021,50215,6.91,1.59,3.79,24.54,52.73
06081,San Mateo,2021,155785,3.78,2.38,30.12,24.32,46.06
06083,Santa Barbara,2021,100508,10.35,1.97,5.77,48.65,53.71
06085,Santa Clara,2021,422063,3.91,2.5,38.73,25.51,43.28
06087,Santa Cruz,2021,51985,6.32,1.18,5.17,35.61,50.43
06089,Shasta,2021,39623,11.64,1.15,3.37,10.92,47.92
06091,Sierra,2021,475,3.16,0.07,0.0,11.3,29.22
06093,Siskiyou,2021,8981,13.8,1.74,1.49,13.42,47.78
06095,Solano,2021,100496,8.22,13.75,16.01,28.18,51.41
06097,Sonoma,2021,96796,5.89,1.59,4.45,27.93,51.66
06099,Stanislaus,2021,150291,11.91,2.99,5.84,48.33,48.43
06101,Sutter,2021,25779,11.11,1.92,16.56,32.29,45.62
06103,Tehama,2021,15739,16.86,0.92,1.81,26.63,48.62
06105,Trinity,2021,2573,19.04,0.56,2.17,7.64,35.21
06107,Tulare,2021,145107,17.66,1.69,3.7,66.64,48.0
06109,Tuolumne,2021,9388,5.73,1.82,1.53,13.79,51.22
06111,Ventura,2021,193250,7.75,1.86,7.36,43.98,55.64
06113,Yolo,2021,45449,7.27,2.72,15.03,33.26,49.82
06115,Yuba,2021,22298,12.45,3.66,7.33,30.08,48.06
06001,Alameda,2022,332827,5.95,10.35,32.66,22.58,46.8
06003,Alpine,2022,345,13.62,0.0,0.2,14.06,13.33
06005,Amador,2022,6244,3.25,1.88,1.38,16.34,46.26
06007,Butte,2022,43011,11.65,1.85,5.36,18.38,52.35
06009,Calaveras,2022,7690,9.43,1.0,1.98,13.7,52.17
06011,Colusa,2022,5807,9.09,1.7,0.76,61.48,36.67
06013,Contra Costa,2022,258051,6.43,8.79,18.43,26.61,51.71
06015,Del Norte,2022,5798,10.3,2.98,3.42,22.34,49.47
06017,El Dorado,2022,37685,5.65,0.74,5.23,13.62,51.3
06019,Fresno,2022,282976,18.13,4.55,10.91,55.18,50.71
06021,Glenn,2022,7580,15.18,0.36,3.47,43.69,38.53
06023,Humboldt,2022,25608,12.52,1.4,3.3,12.87,57.99
06025,Imperial,2022,51049,18.25,2.69,1.58,89.46,50.57
06027,Inyo,2022,3838,7.58,0.98,1.76,24.41,37.63
06029,Kern,2022,261013,17.01,5.32,5.1,56.93,51.75
06031,Kings,2022,41048,15.63,7.05,4.26,61.33,43.34
06033,Lake,2022,14511,13.26,2.31,1.38,23.5,47.5
06035,Lassen,2022,5460,8.37,11.21,2.38,27.23,42.95
06037,Los Angeles,2022,2093072,11.47,7.98,15.06,49.45,54.46
06039,Madera,2022,42872,17.48,2.72,2.44,62.44,46.25
06041,Marin,2022,50946,4.87,2.43,6.41,16.87,49.68
06043,Mariposa,2022,2927,25.66,0.83,1.36,13.11,50.68
06045,Mendocino,2022,19250,14.4,0.73,2.19,27.23,50.53
06047,Merced,2022,82317,17.34,3.01,7.44,63.13,43.35
06049,Modoc,2022,1636,19.5,1.96,1.45,15.65,38.65
06051,Mono,2022,2509,15.66,0.31,4.14,27.35,21.16
06053,Monterey,2022,113042,11.5,2.32,6.15,62.19,52.34
06055,Napa,2022,27447,5.6,1.87,8.14,35.78,50.55
06057,Nevada,2022,17355,6.94,0.37,1.62,10.07,54.65
06059,Orange,2022,680041,6.76,1.71,21.96,34.34,53.17
06061,Placer,2022,89190,3.86,1.63,8.8,15.0,52.23
06063,Plumas,2022,3412,11.23,1.81,0.65,10.13,38.35
06065,Riverside,2022,597531,9.28,6.57,6.97,51.54,55.23
06067,Sacramento,2022,365288,11.31,9.74,17.42,24.25,52.3
06069,San Benito,2022,16474,5.45,0.96,3.23,61.81,46.78
06071,San Bernardino,2022,564737,12.01,8.04,7.92,56.19,54.7
06073,San Diego,2022,697372,8.1,4.95,12.41,35.41,54.66
06075,San Francisco,2022,115402,5.04,5.26,35.34,15.7,35.5
06077,San Joaquin,2022,207464,11.51,7.17,17.53,43.39,49.68
06079,San Luis Obispo,2022,49037,7.4,1.3,3.97,24.6,53.21
06081,San Mateo,2022,150187,3.74,2.3,30.76,24.1,46.48
06083,Santa Barbara,2022,98581,9.39,1.98,5.72,48.83,53.88
06085,Santa Clara,2022,405816,3.79,2.43,39.56,25.25,42.86
06087,Santa Cruz,2022,50320,6.32,1.1,5.11,35.71,49.61
06089,Shasta,2022,39190,9.63,0.98,3.12,11.18,45.78
06091,Sierra,2022,406,9.11,0.25,0.0,11.63,26.67
06093,Siskiyou,2022,8872,12.71,1.62,1.62,13.63,49.25
06095,Solano,2022,98997,7.87,13.53,16.04,28.59,51.96
06097,Sonoma,2022,94082,5.76,1.58,4.53,28.36,51.47
06099,Stanislaus,2022,148111,11.68,2.87,6.07,49.05,48.95
06101,Sutter,2022,25242,11.71,1.98,16.81,32.61,47.19
06103,Tehama,2022,15576,14.79,0.97,1.91,27.14,42.95
06105,Trinity,2022,2608,17.6,1.39,2.49,7.62,31.94
06107,Tulare,2022,142992,16.37,1.65,3.63,66.91,46.69
06109,Tuolumne,2022,9333,7.33,1.63,1.56,13.67,53.7
06111,Ventura,2022,187695,7.51,1.81,7.34,44.21,55.99
06113,Yolo,2022,44537,8.22,2.85,15.27,33.39,52.11
06115,Yuba,2022,22163,13.26,3.62,7.92,30.33,48.47
